SAG	Sample	Sample feature	FACS mode	Estimated cell diameter (μm)	WGA-X Cp (h)	Raw read count	Assembly size (bp)	Final contigs count	Max contig length	GC content (%)	Genome completeness (%)	Estimated genome size (Mbp)	SSU contig	SSU classification CREST/SILVA	Screened 16S Crest/SILVA	Lineage	Phylum	PUFA	acyl_amino_acids	arylpolyene	bacteriocin	bacteriocin.nrps	bacteriocin.terpene	ectoine	hserlactone	ladderane	lantipeptide	lantipeptide.nrps	lassopeptide	microcin	nrps	nucleoside	other	otherks	otherks.butyrolactone.nrps	phosphonate	phosphonate.t3pks.terpene	phosphonate.terpene	resorcinol	siderophore	t1pks	t1pks.PUFA	t1pks.PUFA.otherks	t1pks.nrps	t1pks.otherks	t3pks	t3pks.terpene	terpene	transatpks
AG-447-L20	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.8500	455,844	577,072	43	83,184	30	25	NA	AG-447-L20_NODE_8 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-447-M05	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.7167	3,624,715	1,397,586	32	233,852	29	97	1.44	AG-447-M05_NODE_21 (861 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-M19	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.7000	3,438,185	933,742	35	239,494	29	79	1.18	AG-447-M19_NODE_2 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-M20	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.8333	445,926	513,359	46	58,428	30	44	NA	AG-447-M20_NODE_20 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-447-N02	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.7167	3,084,279	1,094,508	30	222,069	30	77	1.42	AG-447-N02_NODE_11 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-N03	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	2.0667	342,451	452,143	46	56,963	30	39	NA	AG-447-N03_NODE_16 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-447-N08	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.7000	3,228,883	1,180,510	21	400,559	29	94	1.26	AG-447-N08_NODE_3 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-N15	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.5500	2,501,242	941,869	30	269,330	30	79	1.19	AG-447-N15_NODE_2 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-N16	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.7000	3,521,026	964,096	41	241,101	29	73	1.32	AG-447-N16_NODE_4 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-447-N17	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.6833	3,318,354	892,038	61	66,496	30	57	1.56	AG-447-N17_NODE_47 (1448 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-447-N18	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.6000	9,387,709	1,120,369	36	200,714	29	93	1.2	AG-447-N18_NODE_2_length_180561_cov_41.8977_ID_3 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-N21	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.5833	7,285,022	1,179,292	31	166,195	28	77	1.53	AG-447-N21_NODE_1_length_166395_cov_43.4223_ID_1 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-O06	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.7000	2,764,237	1,081,352	43	80,454	28	68	1.59	AG-447-O06_NODE_16 (1433 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-O08	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.7500	3,664,792	1,105,688	43	103,353	29	82	1.35	AG-447-O08_NODE_24 (1467 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-O14	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.6167	3,548,616	1,119,294	39	216,001	29	86	1.3	AG-447-O14_NODE_2 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-O23	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.5167	3,950,919	1,073,109	32	206,009	29	84	1.28	AG-447-O23_NODE_2 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-P02	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.7000	3,294,366	685,165	52	79,730	29	38	NA	AG-447-P02_NODE_41 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-P03	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.6167	3,297,288	1,157,850	41	161,922	29	75	1.54	AG-447-P03_NODE_5 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-P13	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.6833	3,504,708	1,094,098	49	112,661	29	75	1.46	AG-447-P13_NODE_2 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-447-P18	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.6333	3,682,877	896,430	51	119,182	30	60	1.49	AG-447-P18_NODE_14 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-P22	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.4500	3,793,965	1,123,103	22	199,423	29	93	1.21	AG-447-P22_NODE_8 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-A11	SWC-20	Austrialia coast	Syto9-Prok	<0.5	1.8667	3,106,065	967,085	53	124,441	29	74	1.31	AG-453-A11_NODE_29 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-A22	SWC-20	Austrialia coast	Syto9-Prok	<0.5	1.8167	3,121,695	1,012,257	45	111,366	30	78	1.3	AG-453-A22_NODE_27 (1436 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-B02	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.0500	2,917,035	642,996	58	62,854	30	47	NA	AG-453-B02_NODE_43 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-B10	SWC-20	Austrialia coast	Syto9-Prok	<0.5	1.9500	2,842,054	768,464	53	104,612	30	55	1.4	AG-453-B10_NODE_9 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-C08	SWC-20	Austrialia coast	Syto9-Prok	<0.5	1.9000	2,588,420	802,733	36	100,435	30	73	1.1	AG-453-C08_NODE_5 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-C22	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.0833	3,135,663	622,893	51	38,503	30	40	NA	AG-453-C22_NODE_5 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-C23	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.0000	3,430,891	661,424	50	60,544	29	60	1.1	AG-453-C23_NODE_12 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-D07	SWC-20	Austrialia coast	Syto9-Prok	<0.5	1.9333	2,964,768	854,626	46	126,306	29	77	1.11	AG-453-D07_NODE_16 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-E07	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.2333	325,462	419,761	37	41,047	30	32	NA	AG-453-E07_NODE_17 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-E19	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.1333	3,154,232	885,075	57	63,561	29	66	1.34	AG-453-E19_NODE_11 (1467 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-F05	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.0167	2,896,732	869,618	45	126,833	29	73	1.19	AG-453-F05_NODE_3 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-G15	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.2167	273,049	571,139	51	52,553	30	38	NA	AG-453-G15_NODE_35 (809 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-G20	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.5167	365,509	301,105	32	39,001	30	21	NA	AG-453-G20_NODE_17 (1294 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-G21	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.0000	3,450,467	915,646	38	110,228	29	80	1.14	AG-453-G21_NODE_4 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-I04	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.0167	2,527,949	1,123,169	45	160,016	29	80	1.4	AG-453-I04_NODE_10 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-K22	SWC-20	Austrialia coast	Syto9-Prok	<0.5	1.8167	2,822,204	975,459	33	184,123	30	83	1.18	AG-453-K22_NODE_5 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-K23	SWC-20	Austrialia coast	Syto9-Prok	<0.5	1.9000	3,126,241	908,975	48	133,346	29	67	1.36	AG-453-K23_NODE_8 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-L03	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.0167	2,539,657	723,093	33	163,770	29	66	1.1	AG-453-L03_NODE_2 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-M17	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.1000	2,663,156	805,263	58	64,258	30	49	NA	AG-453-M17_NODE_34 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-M21	SWC-20	Austrialia coast	Syto9-Prok	<0.5	1.9667	3,388,564	856,029	56	69,045	29	60	1.43	AG-453-M21_NODE_13 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-O04	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.0667	2,893,857	706,570	40	83,610	29	61	1.16	AG-453-O04_NODE_9 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-O10	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.1667	2,850,599	585,035	55	38,336	29	43	NA	AG-453-O10_NODE_53 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-P01	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.0167	2,775,571	798,795	76	63,856	30	39	NA	AG-453-P01_NODE_27 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-453-P08	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.2500	372,041	301,864	35	27,105	30	25	NA	AG-453-P08_NODE_13 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-P15	SWC-20	Austrialia coast	Syto9-Prok	<0.5	1.8333	2,721,485	844,424	44	124,116	29	70	1.21	AG-453-P15_NODE_14 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-457-A16	SWC-21	North of New Zealand	Syto9-Prok	<0.5	2.0500	3,983,502	683,931	43	71,504	29	45	NA	AG-457-A16_NODE_19 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
