SAG	Sample	Sample feature	FACS mode	Estimated cell diameter (μm)	WGA-X Cp (h)	Raw read count	Assembly size (bp)	Final contigs count	Max contig length	GC content (%)	Genome completeness (%)	Estimated genome size (Mbp)	SSU contig	SSU classification CREST/SILVA	Screened 16S Crest/SILVA	Lineage	Phylum	PUFA	acyl_amino_acids	arylpolyene	bacteriocin	bacteriocin.nrps	bacteriocin.terpene	ectoine	hserlactone	ladderane	lantipeptide	lantipeptide.nrps	lassopeptide	microcin	nrps	nucleoside	other	otherks	otherks.butyrolactone.nrps	phosphonate	phosphonate.t3pks.terpene	phosphonate.terpene	resorcinol	siderophore	t1pks	t1pks.PUFA	t1pks.PUFA.otherks	t1pks.nrps	t1pks.otherks	t3pks	t3pks.terpene	terpene	transatpks
AG-410-N19	SWC-13	North Equatorial Current	Syto9-Prok	<0.5	2.2000	585,174	28,010	1	28,010	35	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-410-O06	SWC-13	North Equatorial Current	Syto9-Prok	<0.5	1.9833	497,812	136,549	10	49,065	36	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-410-P06	SWC-13	North Equatorial Current	Syto9-Prok	<0.5	2.6000	373,551	25,349	6	8,798	46	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-A06	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.8500	374,373	62,645	4	25,292	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-A17	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	1.48	3.0000	509,871	60,720	18	5,642	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-B14	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	2.5333	349,594	120,049	18	18,458	57	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-B23	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	0.54	2.0000	658,947	65,166	6	23,790	42	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-C05	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	0.66	1.4667	4,416,086	463,177	12	105,643	39	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-C10	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	0.64	1.7833	397,024	78,210	3	53,159	42	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-C13	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	2.3500	507,629	78,576	7	25,157	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-C15	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	2.7667	432,311	22,737	4	7,920	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-E14	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	2.4500	523,177	118,796	22	13,203	33	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-E20	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	2.2833	346,727	63,280	8	20,402	29	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-F07	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.9167	456,974	92,322	5	31,549	40	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-F11	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	3.2833	388,034	35,793	3	24,761	50	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-G04	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	2.1500	223,969	243,311	36	38,817	66	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-I03	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	0.68	2.0500	70,285	90,684	6	30,223	34	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-I07	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.9667	154,066	21,692	1	21,692	52	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-I23	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.5833	514,261	136,530	6	37,988	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-J07	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	0.79	1.9167	94,063	266,104	27	40,738	35	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-J11	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	2.3500	343,953	217,344	19	58,249	62	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-K23	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.4667	3,783,885	141,882	13	45,310	53	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-L23	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.5667	542,935	162,768	11	57,337	42	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-O04	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.5667	2,629,863	159,942	16	61,446	47	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-O23	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.4333	731,151	171,794	5	113,064	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-P02	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	0.54	1.1500	2,986,007	200,791	1	200,791	38	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-P11	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.8167	229,057	72,801	9	23,962	29	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-A06	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.7167	471,436	147,030	8	54,778	35	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-A18	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	2.0000	523,048	111,355	10	26,221	32	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-E06	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.5500	548,008	144,786	3	82,566	38	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-E11	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.7500	548,625	94,540	7	24,893	35	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-F03	SWC-14	Coastal North Africa	Syto9-Prok	0.5	1.4500	3,024,999	762,506	32	125,197	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-F07	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.4333	3,477,636	511,361	12	158,737	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-F21	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.4500	4,121,513	624,362	33	98,644	38	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-F23	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.6167	658,640	36,925	4	18,529	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-G02	SWC-14	Coastal North Africa	Syto9-Prok	0.61	1.4333	2,972,167	617,939	35	119,467	38	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-G11	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.9000	608,061	33,040	2	16,859	38	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-J07	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.9667	614,874	38,978	4	11,909	38	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-J22	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	2.0667	503,370	43,834	15	4,072	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-K02	SWC-14	Coastal North Africa	Syto9-Prok	0.67	1.4667	3,299,803	966,890	59	145,276	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-K04	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.5667	3,001,001	469,762	34	48,309	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-K05	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	2.0167	332,853	144,887	12	62,077	58	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-K09	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.5833	3,266,720	449,708	34	58,420	36	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-K19	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.8000	474,883	24,927	4	10,294	38	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-422-L07	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.8833	572,278	68,649	7	21,805	45	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-L19	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.9667	497,654	90,440	20	12,063	30	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-L22	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.5667	500,301	88,500	9	29,757	33	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-M22	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	2.0500	510,098	24,215	4	11,565	39	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-N02	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	2.0333	396,584	50,023	8	14,292	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-P17	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	2.0667	404,212	22,215	7	5,518	45	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-C09	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.7500	431,053	72,712	7	33,434	34	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-D06	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.6167	235,813	218,458	13	42,437	42	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-E21	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	0.6	1.5500	412,350	290,065	33	24,492	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-G10	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.9833	373,086	33,533	2	22,713	45	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-I11	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.7167	269,753	29,547	2	25,759	28	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-J18	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.7500	542,827	237,791	19	56,977	33	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-K04	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.7833	400,999	57,733	10	12,973	32	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-K06	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.9000	412,847	50,267	6	26,855	36	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-M13	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.7500	301,077	106,396	14	12,904	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-N17	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.3333	3,188,297	1,235,623	267	28,630	44	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-O22	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	2.0000	382,070	99,479	26	7,247	28	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-P02	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.6667	314,773	79,236	14	14,064	28	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-P10	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	2.0167	524,185	27,599	5	8,211	38	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-P17	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.8000	188,129	174,011	29	25,356	27	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-426-P18	SWC-15	Off the North American Shelf, SE of WHOI	Syto9-Prok	<0.5	1.7333	471,364	48,556	13	7,609	52	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-A01	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.5500	2,574,489	237,612	42	30,646	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-430-A08	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	2.4500	510,954	24,563	4	6,623	32	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-A15	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.8500	463,518	390,006	36	27,568	32	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-A17	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.9667	523,900	164,681	29	13,791	32	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-A18	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	2.0167	377,322	62,050	9	21,435	27	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-B06	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	2.5333	410,064	63,600	6	24,058	34	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-B16	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	0.52	2.8667	712,237	30,492	10	4,726	33	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-C06	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	0.66	2.5167	144,826	24,600	5	8,943	62	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-C11	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	2.7167	503,728	36,935	12	4,651	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-F06	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	0.53	1.6500	723,533	54,894	13	7,697	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-F22	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.4500	2,466,957	205,423	18	49,161	53	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-G18	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	2.0667	511,734	128,638	26	12,774	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-I03	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.8333	324,660	158,427	34	13,343	32	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-J05	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.7167	2,212,629	305,106	53	15,682	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-430-J11	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.7667	545,251	86,030	7	41,953	39	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-K20	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.9333	247,060	57,234	16	7,899	33	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-L05	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.9333	107,382	91,533	23	9,468	47	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-L19	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.8500	153,583	92,675	23	8,380	24	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-L23	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.8833	369,158	46,293	13	5,450	31	0	NA		no SSU regions found	NA			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-M07	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.9500	201,482	146,630	28	17,166	26	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-M16	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.7333	233,902	50,342	11	12,581	58	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-M20	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	0.53	1.9333	678,376	66,687	18	7,110	32	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-N05	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	2.2000	538,245	35,137	10	6,971	43	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-O20	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.4333	555,700	104,329	16	24,335	31	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-430-P15	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.7833	481,459	71,211	12	13,355	30	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-435-A08	SWC-17	SE edge of Sargasso Sea	Syto9-Prok	<0.5	2.9667	322,387	45,329	9	8,730	28	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-435-A19	SWC-17	SE edge of Sargasso Sea	Syto9-Prok	0.68	2.0333	493,472	41,233	2	34,894	37	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-435-B06	SWC-17	SE edge of Sargasso Sea	Syto9-Prok	<0.5	2.2167	351,248	34,480	4	17,316	27	0	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
